"filename", "language", "HTML", "Markdown", "Shell Script", "YAML", "JavaScript", "JSON", "Draw.io", "CSS", "XML", "SCSS", "Ruby", "JSON with Comments", "comment", "blank", "total"
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/mml/entities.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/mml/extensions/mml3.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/mml/extensions/mml3.sef.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex-base.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex-full.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 32, 0, 34
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/action.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/all-packages.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 32, 0, 34
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/ams.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/amscd.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/autoload.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/bbox.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/boldsymbol.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/braket.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/bussproofs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/cancel.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/centernot.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/color.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/colortbl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/colorv2.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/configmacros.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/enclose.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/extpfeil.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/gensymb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/html.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/SagittAries/CoreDevelopment/ByteWielder/reforia.github.io/assets/lib/mathjax/input/tex/extensions/mathtools.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
